Gene	Factor	Family	Position	Relative orientation	Relative distance	Max. Score	Threshold Score	Score
At3g14820.1	ABI3	ABI3/VP1	4982201	+	3468	n.a.	n.a.	n.a.
At3g14830.1	ABI3	ABI3/VP1	4982201	+	-749	n.a.	n.a.	n.a.
At3g15130.1	ABI3	ABI3/VP1	5100497	-	-1268	n.a.	n.a.	n.a.
At3g15140.1	ABI3	ABI3/VP1	5100497	-	1291	n.a.	n.a.	n.a.
At3g15150.1	ABI3	ABI3/VP1	5100497	-	3650	n.a.	n.a.	n.a.
At3g15510.1	ABI3	ABI3/VP1	5245121	+	1604	n.a.	n.a.	n.a.
At3g15620.1	ABI3	ABI3/VP1	5298131	+	-1532	n.a.	n.a.	n.a.
At3g15630.1	ABI3	ABI3/VP1	5298131	+	-525	n.a.	n.a.	n.a.
At3g15640.1	ABI3	ABI3/VP1	5298131	-	-986	n.a.	n.a.	n.a.
At3g16650.1	ABI3	ABI3/VP1	5673531	-	2458	n.a.	n.a.	n.a.
At3g17310.1	ABI3	ABI3/VP1	5912355	-	893	n.a.	n.a.	n.a.
At3g17609.1	ABI3	ABI3/VP1	6023524	+	-411	n.a.	n.a.	n.a.
At3g17611.1	ABI3	ABI3/VP1	6023524	+	-1278	n.a.	n.a.	n.a.
At3g17640.1	ABI3	ABI3/VP1	6035838	+	3439	n.a.	n.a.	n.a.
At3g17650.1	ABI3	ABI3/VP1	6035838	+	1634	n.a.	n.a.	n.a.
At3g17660.1	ABI3	ABI3/VP1	6035838	+	-1766	n.a.	n.a.	n.a.
At3g18070.1	ABI3	ABI3/VP1	6190502	-	3202	n.a.	n.a.	n.a.
At3g18080.1	ABI3	ABI3/VP1	6190502	-	-1061	n.a.	n.a.	n.a.
At3g18280.1	ABI3	ABI3/VP1	6269262	-	2207	n.a.	n.a.	n.a.
At3g18400.1	ABI3	ABI3/VP1	6321168	-	-569	n.a.	n.a.	n.a.
At3g18410.1	ABI3	ABI3/VP1	6321168	+	-2000	n.a.	n.a.	n.a.
At3g18490.1	ABI3	ABI3/VP1	6347889	+	2785	n.a.	n.a.	n.a.
At3g18715.1	ABI3	ABI3/VP1	6441395	-	322	n.a.	n.a.	n.a.
At3g18750.1	ABI3	ABI3/VP1	6457659	-	-144	n.a.	n.a.	n.a.
At3g18760.1	ABI3	ABI3/VP1	6457659	-	1974	n.a.	n.a.	n.a.
At3g18790.1	ABI3	ABI3/VP1	6479193	+	1488	n.a.	n.a.	n.a.
At3g18800.1	ABI3	ABI3/VP1	6479193	+	-501	n.a.	n.a.	n.a.
At3g18810.1	ABI3	ABI3/VP1	6483839	-	-240	n.a.	n.a.	n.a.
At3g18815.1	ABI3	ABI3/VP1	6483839	-	180	n.a.	n.a.	n.a.
At3g18820.1	ABI3	ABI3/VP1	6483839	+	-235	n.a.	n.a.	n.a.
At3g19550.1	ABI3	ABI3/VP1	6787113	+	1185	n.a.	n.a.	n.a.
At3g19940.1	ABI3	ABI3/VP1	6939636	-	1419	n.a.	n.a.	n.a.
At3g20820.1	ABI3	ABI3/VP1	7280371	-	-513	n.a.	n.a.	n.a.
At3g21250.1	ABI3	ABI3/VP1	7463953	-	-1213	n.a.	n.a.	n.a.
At3g21260.1	ABI3	ABI3/VP1	7463953	-	958	n.a.	n.a.	n.a.
At3g21560.1	ABI3	ABI3/VP1	7597696	+	1884	n.a.	n.a.	n.a.
At3g21570.1	ABI3	ABI3/VP1	7597696	-	3193	n.a.	n.a.	n.a.
At3g21710.1	ABI3	ABI3/VP1	7652283	+	3934	n.a.	n.a.	n.a.
At3g21720.1	ABI3	ABI3/VP1	7652283	-	3735	n.a.	n.a.	n.a.
At3g21940.1	ABI3	ABI3/VP1	7731924	-	2111	n.a.	n.a.	n.a.
At3g21945.1	ABI3	ABI3/VP1	7731924	-	-343	n.a.	n.a.	n.a.
At3g22183.1	ABI3	ABI3/VP1	7834170	-	3034	n.a.	n.a.	n.a.
At3g22190.1	ABI3	ABI3/VP1	7834170	+	-651	n.a.	n.a.	n.a.
At3g22200.1	ABI3	ABI3/VP1	7834170	-	-985	n.a.	n.a.	n.a.
At3g22232.1	ABI3	ABI3/VP1	7852415	+	2567	n.a.	n.a.	n.a.
At3g22234.1	ABI3	ABI3/VP1	7852415	+	-495	n.a.	n.a.	n.a.
At3g22235.1	ABI3	ABI3/VP1	7852415	-	3275	n.a.	n.a.	n.a.
At3g22237.1	ABI3	ABI3/VP1	7861508	+	1624	n.a.	n.a.	n.a.
At3g22238.1	ABI3	ABI3/VP1	7861508	+	-494	n.a.	n.a.	n.a.
At3g22240.1	ABI3	ABI3/VP1	7861508	-	3078	n.a.	n.a.	n.a.
At3g23300.1	ABI3	ABI3/VP1	8334928	+	1896	n.a.	n.a.	n.a.
At3g23370.1	ABI3	ABI3/VP1	8361216	-	3624	n.a.	n.a.	n.a.
At3g23630.1	ABI3	ABI3/VP1	8490278	-	1576	n.a.	n.a.	n.a.
At3g24250.1	ABI3	ABI3/VP1	8786684	-	-12	n.a.	n.a.	n.a.
At3g24650.1	ABI3	ABI3/VP1	9000890	+	3513	n.a.	n.a.	n.a.
At3g25190.1	ABI3	ABI3/VP1	9176838	+	1144	n.a.	n.a.	n.a.
At3g25200.1	ABI3	ABI3/VP1	9176838	+	-1331	n.a.	n.a.	n.a.
At3g25290.1	ABI3	ABI3/VP1	9212317	-	2143	n.a.	n.a.	n.a.
At3g26200.1	ABI3	ABI3/VP1	9593108	+	2589	n.a.	n.a.	n.a.
At3g26210.1	ABI3	ABI3/VP1	9593108	-	3372	n.a.	n.a.	n.a.
At3g26265.1	ABI3	ABI3/VP1	9622875	-	2416	n.a.	n.a.	n.a.
At3g26265.1	ABI3	ABI3/VP1	9626562	+	-1271	n.a.	n.a.	n.a.
At3g26270.1	ABI3	ABI3/VP1	9626562	+	3875	n.a.	n.a.	n.a.
At3g26520.1	ABI3	ABI3/VP1	9725333	-	-281	n.a.	n.a.	n.a.
At3g26525.1	ABI3	ABI3/VP1	9725333	+	-1651	n.a.	n.a.	n.a.
At3g27360.1	ABI3	ABI3/VP1	10132794	-	-1620	n.a.	n.a.	n.a.
At3g27380.1	ABI3	ABI3/VP1	10132794	-	1203	n.a.	n.a.	n.a.
At3g27660.1	ABI3	ABI3/VP1	10245512	+	520	n.a.	n.a.	n.a.
At3g27670.1	ABI3	ABI3/VP1	10245512	+	-859	n.a.	n.a.	n.a.
At3g27930.1	ABI3	ABI3/VP1	10372347	+	1328	n.a.	n.a.	n.a.
At3g28007.1	ABI3	ABI3/VP1	10411526	+	-544	n.a.	n.a.	n.a.
At3g28415.1	ABI3	ABI3/VP1	10653728	-	-951	n.a.	n.a.	n.a.
At3g28420.1	ABI3	ABI3/VP1	10653728	-	2897	n.a.	n.a.	n.a.
At3g28470.1	ABI3	ABI3/VP1	10678298	+	-1337	n.a.	n.a.	n.a.
At3g28480.1	ABI3	ABI3/VP1	10678298	+	1327	n.a.	n.a.	n.a.
At3g28490.1	ABI3	ABI3/VP1	10678298	+	3593	n.a.	n.a.	n.a.
At3g29032.1	ABI3	ABI3/VP1	11016597	-	-771	n.a.	n.a.	n.a.
At3g29076.1	ABI3	ABI3/VP1	11064226	-	-1459	n.a.	n.a.	n.a.
At3g29078.1	ABI3	ABI3/VP1	11066556	-	3969	n.a.	n.a.	n.a.
At3g30520.1	ABI3	ABI3/VP1	12133981	+	1162	n.a.	n.a.	n.a.
At3g30743.1	ABI3	ABI3/VP1	12378171	-	1112	n.a.	n.a.	n.a.
At3g30751.1	ABI3	ABI3/VP1	12378171	+	3410	n.a.	n.a.	n.a.
At3g31360.1	ABI3	ABI3/VP1	12727427	-	-526	n.a.	n.a.	n.a.
At3g31374.1	ABI3	ABI3/VP1	12750115	+	1757	n.a.	n.a.	n.a.
At3g31375.1	ABI3	ABI3/VP1	12750115	+	-729	n.a.	n.a.	n.a.
At3g31377.1	ABI3	ABI3/VP1	12758028	-	2163	n.a.	n.a.	n.a.
At3g32029.1	ABI3	ABI3/VP1	13022346	-	2544	n.a.	n.a.	n.a.
At3g32033.1	ABI3	ABI3/VP1	13022346	-	-271	n.a.	n.a.	n.a.
At3g32095.1	ABI3	ABI3/VP1	13100297	-	2203	n.a.	n.a.	n.a.
At3g32100.1	ABI3	ABI3/VP1	13100297	-	-387	n.a.	n.a.	n.a.
At3g32110.1	ABI3	ABI3/VP1	13100297	-	-1368	n.a.	n.a.	n.a.
At3g32391.1	ABI3	ABI3/VP1	13342145	-	-1586	n.a.	n.a.	n.a.
At3g32900.1	ABI3	ABI3/VP1	13462285	-	-331	n.a.	n.a.	n.a.
At3g32901.1	ABI3	ABI3/VP1	13462285	+	-1076	n.a.	n.a.	n.a.
At3g33163.1	ABI3	ABI3/VP1	13989487	+	1692	n.a.	n.a.	n.a.
At3g33555.1	ABI3	ABI3/VP1	14079410	-	-502	n.a.	n.a.	n.a.
At3g42179.1	ABI3	ABI3/VP1	14359754	+	3806	n.a.	n.a.	n.a.
At3g42320.1	ABI3	ABI3/VP1	14494796	-	-1161	n.a.	n.a.	n.a.
At3g42330.1	ABI3	ABI3/VP1	14494796	+	-609	n.a.	n.a.	n.a.
At3g42542.1	ABI3	ABI3/VP1	14661365	+	390	n.a.	n.a.	n.a.
At3g42658.1	ABI3	ABI3/VP1	14761996	+	-716	n.a.	n.a.	n.a.
At3g42660.1	ABI3	ABI3/VP1	14761996	-	-270	n.a.	n.a.	n.a.
At3g42800.1	ABI3	ABI3/VP1	14918939	-	2117	n.a.	n.a.	n.a.
At3g42803.1	ABI3	ABI3/VP1	14918939	-	-624	n.a.	n.a.	n.a.
At3g42870.1	ABI3	ABI3/VP1	14961672	+	1228	n.a.	n.a.	n.a.
At3g42875.1	ABI3	ABI3/VP1	14961672	+	-747	n.a.	n.a.	n.a.
At3g43040.1	ABI3	ABI3/VP1	15075554	+	3995	n.a.	n.a.	n.a.
At3g43050.1	ABI3	ABI3/VP1	15075554	+	2037	n.a.	n.a.	n.a.
At3g43060.1	ABI3	ABI3/VP1	15075554	-	3361	n.a.	n.a.	n.a.
At3g43280.1	ABI3	ABI3/VP1	15238531	+	2708	n.a.	n.a.	n.a.
At3g43280.1	ABI3	ABI3/VP1	15238844	-	2395	n.a.	n.a.	n.a.
At3g43280.1	ABI3	ABI3/VP1	15239260	-	1979	n.a.	n.a.	n.a.
At3g43654.1	ABI3	ABI3/VP1	15572492	-	-1794	n.a.	n.a.	n.a.
At3g43657.1	ABI3	ABI3/VP1	15572492	-	611	n.a.	n.a.	n.a.
At3g43828.1	ABI3	ABI3/VP1	15689313	-	-317	n.a.	n.a.	n.a.
At3g43829.1	ABI3	ABI3/VP1	15689313	-	529	n.a.	n.a.	n.a.
At3g44020.1	ABI3	ABI3/VP1	15816143	+	3784	n.a.	n.a.	n.a.
At3g44030.1	ABI3	ABI3/VP1	15816143	+	1163	n.a.	n.a.	n.a.
At3g44340.1	ABI3	ABI3/VP1	16030253	+	988	n.a.	n.a.	n.a.
At3g44410.1	ABI3	ABI3/VP1	16064341	+	2416	n.a.	n.a.	n.a.
At3g44410.1	ABI3	ABI3/VP1	16065470	+	1287	n.a.	n.a.	n.a.
At3g44420.2	ABI3	ABI3/VP1	16065470	-	-1814	n.a.	n.a.	n.a.
At3g44540.1	ABI3	ABI3/VP1	16135254	-	246	n.a.	n.a.	n.a.
At3g45095.1	ABI3	ABI3/VP1	16516273	+	-1234	n.a.	n.a.	n.a.
At3g45100.1	ABI3	ABI3/VP1	16518191	+	2746	n.a.	n.a.	n.a.
At3g45100.1	ABI3	ABI3/VP1	16516273	-	828	n.a.	n.a.	n.a.
At3g45110.1	ABI3	ABI3/VP1	16518191	+	-964	n.a.	n.a.	n.a.
At3g45170.1	ABI3	ABI3/VP1	16548342	-	-181	n.a.	n.a.	n.a.
At3g45180.1	ABI3	ABI3/VP1	16548342	+	1855	n.a.	n.a.	n.a.
At3g45253.1	ABI3	ABI3/VP1	16607538	-	-1931	n.a.	n.a.	n.a.
At3g45256.1	ABI3	ABI3/VP1	16607538	+	1454	n.a.	n.a.	n.a.
At3g45260.1	ABI3	ABI3/VP1	16607538	-	2145	n.a.	n.a.	n.a.
At3g45270.1	ABI3	ABI3/VP1	16615942	+	-1394	n.a.	n.a.	n.a.
At3g45275.1	ABI3	ABI3/VP1	16615942	-	-937	n.a.	n.a.	n.a.
At3g45600.1	ABI3	ABI3/VP1	16748231	+	-1295	n.a.	n.a.	n.a.
At3g45610.1	ABI3	ABI3/VP1	16748231	+	3199	n.a.	n.a.	n.a.
At3g46484.1	ABI3	ABI3/VP1	17119223	-	1448	n.a.	n.a.	n.a.
At3g46910.1	ABI3	ABI3/VP1	17292415	+	2794	n.a.	n.a.	n.a.
At3g46911.1	ABI3	ABI3/VP1	17292415	+	1719	n.a.	n.a.	n.a.
At3g46920.1	ABI3	ABI3/VP1	17292415	-	3427	n.a.	n.a.	n.a.
At3g47090.1	ABI3	ABI3/VP1	17354609	-	1021	n.a.	n.a.	n.a.
At3g47100.1	ABI3	ABI3/VP1	17354609	+	-1946	n.a.	n.a.	n.a.
At3g47180.1	ABI3	ABI3/VP1	17385413	-	-881	n.a.	n.a.	n.a.
At3g47190.1	ABI3	ABI3/VP1	17385413	-	1626	n.a.	n.a.	n.a.
At3g47550.1	ABI3	ABI3/VP1	17537593	-	3150	n.a.	n.a.	n.a.
At3g47560.1	ABI3	ABI3/VP1	17537593	+	444	n.a.	n.a.	n.a.
At3g47570.1	ABI3	ABI3/VP1	17537593	-	-899	n.a.	n.a.	n.a.
At3g48460.1	ABI3	ABI3/VP1	17959351	-	-1079	n.a.	n.a.	n.a.
At3g49120.1	ABI3	ABI3/VP1	18222033	-	3397	n.a.	n.a.	n.a.
At3g49130.1	ABI3	ABI3/VP1	18222033	-	595	n.a.	n.a.	n.a.
At3g50764.1	ABI3	ABI3/VP1	18883932	+	-1320	n.a.	n.a.	n.a.
At3g50770.1	ABI3	ABI3/VP1	18883932	-	-1007	n.a.	n.a.	n.a.
At3g50780.1	ABI3	ABI3/VP1	18890257	+	-1742	n.a.	n.a.	n.a.
At3g50790.1	ABI3	ABI3/VP1	18890257	+	2706	n.a.	n.a.	n.a.
At3g50880.1	ABI3	ABI3/VP1	18927331	+	2864	n.a.	n.a.	n.a.
At3g50890.1	ABI3	ABI3/VP1	18927331	+	184	n.a.	n.a.	n.a.
At3g50895.1	ABI3	ABI3/VP1	18927331	+	-1083	n.a.	n.a.	n.a.
At3g52660.1	ABI3	ABI3/VP1	19535397	-	2759	n.a.	n.a.	n.a.
At3g52670.1	ABI3	ABI3/VP1	19535397	-	-828	n.a.	n.a.	n.a.
At3g53250.1	ABI3	ABI3/VP1	19757057	+	3111	n.a.	n.a.	n.a.
At3g53260.1	ABI3	ABI3/VP1	19757057	-	701	n.a.	n.a.	n.a.
At3g54010.1	ABI3	ABI3/VP1	20013498	+	1659	n.a.	n.a.	n.a.
At3g54440.1	ABI3	ABI3/VP1	20164362	+	3754	n.a.	n.a.	n.a.
At3g54990.1	ABI3	ABI3/VP1	20388389	+	-890	n.a.	n.a.	n.a.
At3g55230.1	ABI3	ABI3/VP1	20485835	+	3067	n.a.	n.a.	n.a.
At3g55240.1	ABI3	ABI3/VP1	20485835	-	-95	n.a.	n.a.	n.a.
At3g55646.1	ABI3	ABI3/VP1	20657275	+	1400	n.a.	n.a.	n.a.
At3g55650.1	ABI3	ABI3/VP1	20657275	+	-789	n.a.	n.a.	n.a.
At3g57220.1	ABI3	ABI3/VP1	21188188	+	2754	n.a.	n.a.	n.a.
At3g57230.1	ABI3	ABI3/VP1	21188188	+	-501	n.a.	n.a.	n.a.
At3g57330.1	ABI3	ABI3/VP1	21228031	-	-678	n.a.	n.a.	n.a.
At3g57340.1	ABI3	ABI3/VP1	21228031	+	-1920	n.a.	n.a.	n.a.
At3g57500.1	ABI3	ABI3/VP1	21296261	-	3436	n.a.	n.a.	n.a.
At3g57510.1	ABI3	ABI3/VP1	21296261	+	657	n.a.	n.a.	n.a.
At3g57520.1	ABI3	ABI3/VP1	21305121	+	-986	n.a.	n.a.	n.a.
At3g57570.1	ABI3	ABI3/VP1	21325542	-	2067	n.a.	n.a.	n.a.
At3g58060.1	ABI3	ABI3/VP1	21510217	+	436	n.a.	n.a.	n.a.
At3g58160.1	ABI3	ABI3/VP1	21548182	+	2408	n.a.	n.a.	n.a.
At3g58400.1	ABI3	ABI3/VP1	21616162	+	-1122	n.a.	n.a.	n.a.
At3g58410.1	ABI3	ABI3/VP1	21616162	+	1044	n.a.	n.a.	n.a.
At3g58570.1	ABI3	ABI3/VP1	21669793	-	2312	n.a.	n.a.	n.a.
At3g58740.1	ABI3	ABI3/VP1	21734787	-	-20	n.a.	n.a.	n.a.
At3g58750.1	ABI3	ABI3/VP1	21734787	-	3880	n.a.	n.a.	n.a.
At3g58890.1	ABI3	ABI3/VP1	21784236	-	2213	n.a.	n.a.	n.a.
At3g58900.1	ABI3	ABI3/VP1	21784236	-	402	n.a.	n.a.	n.a.
At3g58910.1	ABI3	ABI3/VP1	21784236	+	2820	n.a.	n.a.	n.a.
At3g59150.1	ABI3	ABI3/VP1	21882385	-	-1298	n.a.	n.a.	n.a.
At3g59340.1	ABI3	ABI3/VP1	21941846	-	701	n.a.	n.a.	n.a.
At3g59350.1	ABI3	ABI3/VP1	21941846	+	-1816	n.a.	n.a.	n.a.
At3g59580.1	ABI3	ABI3/VP1	22021246	+	1218	n.a.	n.a.	n.a.
At3g60730.1	ABI3	ABI3/VP1	22457598	-	1733	n.a.	n.a.	n.a.
At3g60740.1	ABI3	ABI3/VP1	22461953	+	2386	n.a.	n.a.	n.a.
At3g61060.1	ABI3	ABI3/VP1	22613214	-	-680	n.a.	n.a.	n.a.
At3g61060.1	ABI3	ABI3/VP1	22614110	+	216	n.a.	n.a.	n.a.
At3g61070.1	ABI3	ABI3/VP1	22614110	-	3631	n.a.	n.a.	n.a.
At3g61198.1	ABI3	ABI3/VP1	22664828	-	2746	n.a.	n.a.	n.a.
At3g61690.1	ABI3	ABI3/VP1	22839318	-	459	n.a.	n.a.	n.a.
At3g61890.1	ABI3	ABI3/VP1	22927480	-	-1180	n.a.	n.a.	n.a.
At3g62030.1	ABI3	ABI3/VP1	22987725	+	3167	n.a.	n.a.	n.a.
At3g62040.1	ABI3	ABI3/VP1	22987725	-	-167	n.a.	n.a.	n.a.
At3g62050.1	ABI3	ABI3/VP1	22987725	+	-1496	n.a.	n.a.	n.a.
At3g62680.1	ABI3	ABI3/VP1	23194835	+	1137	n.a.	n.a.	n.a.
At3g62690.1	ABI3	ABI3/VP1	23194835	-	2842	n.a.	n.a.	n.a.
At3g62710.1	ABI3	ABI3/VP1	23209357	+	2254	n.a.	n.a.	n.a.
At3g63020.1	ABI3	ABI3/VP1	23304696	+	-704	n.a.	n.a.	n.a.
At3g63030.1	ABI3	ABI3/VP1	23304696	+	-1622	n.a.	n.a.	n.a.
At4g00240.1	ABI3	ABI3/VP1	108213	+	2505	n.a.	n.a.	n.a.
At4g00400.1	ABI3	ABI3/VP1	174926	+	1927	n.a.	n.a.	n.a.
At4g00413.1	ABI3	ABI3/VP1	174926	+	3235	n.a.	n.a.	n.a.
At4g00460.1	ABI3	ABI3/VP1	214372	+	-675	n.a.	n.a.	n.a.
At4g00467.1	ABI3	ABI3/VP1	214372	+	1704	n.a.	n.a.	n.a.
At4g02350.1	ABI3	ABI3/VP1	1041035	-	2921	n.a.	n.a.	n.a.
At4g02360.1	ABI3	ABI3/VP1	1041035	-	-107	n.a.	n.a.	n.a.
At4g02370.1	ABI3	ABI3/VP1	1041035	-	-1303	n.a.	n.a.	n.a.
At4g02480.1	ABI3	ABI3/VP1	1090252	+	-1406	n.a.	n.a.	n.a.
At4g02482.1	ABI3	ABI3/VP1	1090252	-	-1750	n.a.	n.a.	n.a.
At4g03390.1	ABI3	ABI3/VP1	1496768	+	-1666	n.a.	n.a.	n.a.
At4g03400.1	ABI3	ABI3/VP1	1496768	+	3096	n.a.	n.a.	n.a.
At4g03660.1	ABI3	ABI3/VP1	1626305	-	1161	n.a.	n.a.	n.a.
At4g03670.1	ABI3	ABI3/VP1	1626305	-	-322	n.a.	n.a.	n.a.
At4g03816.1	ABI3	ABI3/VP1	1768547	+	1310	n.a.	n.a.	n.a.
At4g03865.1	ABI3	ABI3/VP1	1814475	+	3154	n.a.	n.a.	n.a.
At4g03870.1	ABI3	ABI3/VP1	1814475	+	1468	n.a.	n.a.	n.a.
At4g03873.1	ABI3	ABI3/VP1	1818574	+	-760	n.a.	n.a.	n.a.
At4g04260.1	ABI3	ABI3/VP1	2053668	-	-966	n.a.	n.a.	n.a.
At4g04408.1	ABI3	ABI3/VP1	2183807	-	591	n.a.	n.a.	n.a.
At4g04545.1	ABI3	ABI3/VP1	2271928	+	1319	n.a.	n.a.	n.a.
At4g04900.1	ABI3	ABI3/VP1	2488973	+	-1196	n.a.	n.a.	n.a.
At4g05150.1	ABI3	ABI3/VP1	2663170	+	2834	n.a.	n.a.	n.a.
At4g05160.1	ABI3	ABI3/VP1	2663170	+	-1213	n.a.	n.a.	n.a.
At4g05430.1	ABI3	ABI3/VP1	2754641	+	1062	n.a.	n.a.	n.a.
At4g05470.1	ABI3	ABI3/VP1	2766343	-	1611	n.a.	n.a.	n.a.
At4g05497.1	ABI3	ABI3/VP1	2779684	+	-886	n.a.	n.a.	n.a.
At4g05500.1	ABI3	ABI3/VP1	2779684	+	2988	n.a.	n.a.	n.a.
At4g05918.1	ABI3	ABI3/VP1	3031196	-	-528	n.a.	n.a.	n.a.
At4g06491.1	ABI3	ABI3/VP1	3120920	-	2176	n.a.	n.a.	n.a.
At4g06510.1	ABI3	ABI3/VP1	3193090	-	1293	n.a.	n.a.	n.a.
At4g06520.1	ABI3	ABI3/VP1	3292168	+	-794	n.a.	n.a.	n.a.
At4g06521.1	ABI3	ABI3/VP1	3292168	+	1429	n.a.	n.a.	n.a.
At4g06535.1	ABI3	ABI3/VP1	3361329	+	1884	n.a.	n.a.	n.a.
At4g06536.1	ABI3	ABI3/VP1	3361329	+	586	n.a.	n.a.	n.a.
At4g06541.1	ABI3	ABI3/VP1	3378985	-	-6	n.a.	n.a.	n.a.
At4g06542.1	ABI3	ABI3/VP1	3378985	+	1788	n.a.	n.a.	n.a.
At4g06550.1	ABI3	ABI3/VP1	3432473	-	-628	n.a.	n.a.	n.a.
At4g06589.1	ABI3	ABI3/VP1	3610043	-	1760	n.a.	n.a.	n.a.
At4g06589.1	ABI3	ABI3/VP1	3611290	-	513	n.a.	n.a.	n.a.
At4g06650.1	ABI3	ABI3/VP1	3821911	-	1442	n.a.	n.a.	n.a.
At4g06724.1	ABI3	ABI3/VP1	4028469	-	-1870	n.a.	n.a.	n.a.
At4g06726.1	ABI3	ABI3/VP1	4028469	-	3639	n.a.	n.a.	n.a.
At4g06744.1	ABI3	ABI3/VP1	4073692	-	-1390	n.a.	n.a.	n.a.
At4g06746.1	ABI3	ABI3/VP1	4073692	-	850	n.a.	n.a.	n.a.
At4g06750.1	ABI3	ABI3/VP1	4085951	+	461	n.a.	n.a.	n.a.
At4g07408.1	ABI3	ABI3/VP1	4202857	-	1855	n.a.	n.a.	n.a.
At4g07410.1	ABI3	ABI3/VP1	4202857	+	2364	n.a.	n.a.	n.a.
At4g07460.1	ABI3	ABI3/VP1	4256438	-	-1356	n.a.	n.a.	n.a.
At4g07460.1	ABI3	ABI3/VP1	4257247	-	-547	n.a.	n.a.	n.a.
At4g07520.1	ABI3	ABI3/VP1	4344272	+	962	n.a.	n.a.	n.a.
At4g07523.1	ABI3	ABI3/VP1	4344272	-	3611	n.a.	n.a.	n.a.
At4g07524.1	ABI3	ABI3/VP1	4344272	+	1700	n.a.	n.a.	n.a.
At4g07738.1	ABI3	ABI3/VP1	4532417	-	-470	n.a.	n.a.	n.a.
At4g07932.1	ABI3	ABI3/VP1	4733672	+	1477	n.a.	n.a.	n.a.
At4g07933.1	ABI3	ABI3/VP1	4733672	-	2062	n.a.	n.a.	n.a.
At4g08107.1	ABI3	ABI3/VP1	5030841	-	1491	n.a.	n.a.	n.a.
At4g08275.1	ABI3	ABI3/VP1	5222110	-	-881	n.a.	n.a.	n.a.
At4g08375.1	ABI3	ABI3/VP1	5309730	+	-1121	n.a.	n.a.	n.a.
At4g08380.1	ABI3	ABI3/VP1	5309730	+	2673	n.a.	n.a.	n.a.
At4g08600.1	ABI3	ABI3/VP1	5486390	+	658	n.a.	n.a.	n.a.
At4g08602.1	ABI3	ABI3/VP1	5486390	-	3581	n.a.	n.a.	n.a.
At4g08867.1	ABI3	ABI3/VP1	5662982	-	2759	n.a.	n.a.	n.a.
At4g08868.1	ABI3	ABI3/VP1	5667458	-	-1146	n.a.	n.a.	n.a.
At4g08871.1	ABI3	ABI3/VP1	5652571	-	1452	n.a.	n.a.	n.a.
At4g08873.1	ABI3	ABI3/VP1	5662982	-	-415	n.a.	n.a.	n.a.
At4g09680.1	ABI3	ABI3/VP1	6120756	-	3997	n.a.	n.a.	n.a.
At4g09880.1	ABI3	ABI3/VP1	6214913	-	292	n.a.	n.a.	n.a.
At4g10120.1	ABI3	ABI3/VP1	6315985	+	1200	n.a.	n.a.	n.a.
At4g10465.1	ABI3	ABI3/VP1	6475112	-	1569	n.a.	n.a.	n.a.
At4g10470.1	ABI3	ABI3/VP1	6475112	-	-898	n.a.	n.a.	n.a.
At4g10570.1	ABI3	ABI3/VP1	6526592	-	1577	n.a.	n.a.	n.a.
At4g10590.1	ABI3	ABI3/VP1	6541856	-	1588	n.a.	n.a.	n.a.
At4g10767.1	ABI3	ABI3/VP1	6627872	+	840	n.a.	n.a.	n.a.
At4g10845.1	ABI3	ABI3/VP1	6665138	-	2614	n.a.	n.a.	n.a.
At4g10930.1	ABI3	ABI3/VP1	6710522	-	-1680	n.a.	n.a.	n.a.
At4g10940.1	ABI3	ABI3/VP1	6710522	-	397	n.a.	n.a.	n.a.
At4g10950.1	ABI3	ABI3/VP1	6710522	-	2986	n.a.	n.a.	n.a.
At4g11030.1	ABI3	ABI3/VP1	6738391	+	275	n.a.	n.a.	n.a.
At4g11240.1	ABI3	ABI3/VP1	6848303	+	1195	n.a.	n.a.	n.a.
At4g11250.1	ABI3	ABI3/VP1	6848303	+	-1271	n.a.	n.a.	n.a.
At4g11830.1	ABI3	ABI3/VP1	7123034	+	-1795	n.a.	n.a.	n.a.
At4g11840.1	ABI3	ABI3/VP1	7123034	+	2842	n.a.	n.a.	n.a.
At4g12420.1	ABI3	ABI3/VP1	7349459	+	3612	n.a.	n.a.	n.a.
At4g12920.1	ABI3	ABI3/VP1	7566421	-	-1862	n.a.	n.a.	n.a.
At4g13290.1	ABI3	ABI3/VP1	7742848	+	2569	n.a.	n.a.	n.a.
At4g13300.1	ABI3	ABI3/VP1	7742848	-	3511	n.a.	n.a.	n.a.
At4g13390.1	ABI3	ABI3/VP1	7787136	+	3322	n.a.	n.a.	n.a.
At4g13395.1	ABI3	ABI3/VP1	7787136	-	-1027	n.a.	n.a.	n.a.
At4g13564.1	ABI3	ABI3/VP1	7885916	+	-458	n.a.	n.a.	n.a.
At4g13570.1	ABI3	ABI3/VP1	7885916	-	1404	n.a.	n.a.	n.a.
At4g13660.1	ABI3	ABI3/VP1	7947031	+	880	n.a.	n.a.	n.a.
At4g13670.1	ABI3	ABI3/VP1	7947031	+	-1544	n.a.	n.a.	n.a.
At4g14190.1	ABI3	ABI3/VP1	8187038	-	-1856	n.a.	n.a.	n.a.
At4g14200.1	ABI3	ABI3/VP1	8187038	-	1740	n.a.	n.a.	n.a.
At4g14870.1	ABI3	ABI3/VP1	8518905	+	1718	n.a.	n.a.	n.a.
At4g14880.1	ABI3	ABI3/VP1	8518905	-	1559	n.a.	n.a.	n.a.
